name,useful_num,funny_num,games_owned,recommended,hours_played,review_date,text
Left 4 Dead 2,1,1,18,1,42.9,2018/11/22,"張貼於：2018 年 11 月 22 日
很好玩"
Left 4 Dead 2,2,0,9,1,57.5,2018/11/22,"張貼於：2018 年 11 月 22 日
這遊戲過了很多年依舊經典好玩 :))"
Left 4 Dead 2,1,0,154,1,379.5,2018/11/22,"張貼於：2018 年 11 月 22 日
多人同樂的歡樂線上第一人稱殺殭屍遊戲，多人模式玩法多元，但外掛多重複性高，但還是值得一玩!"
Left 4 Dead 2,1,0,12,1,406.9,2018/11/22,"張貼於：2018 年 11 月 22 日
工作坊自訂模組 讓整體遊戲有無限的可能性
下班後 用來紓壓的爽game








所以我說那個L4D3呢....??"
Left 4 Dead 2,2,0,6,1,13.0,2018/11/9,"張貼於：2018 年 11 月 9 日
好玩的遊戲 和朋友一起玩最棒了"
Left 4 Dead 2,1,0,48,1,20.9,2018/11/2,"張貼於：2018 年 11 月 2 日
小时候一直玩的都是盗版的啦~ 终于有机会补一下正版的，真的很棒！"
Left 4 Dead 2,1,0,50,1,454.6,2018/10/29,"張貼於：2018 年 10 月 29 日
0ω0"
Left 4 Dead 2,2,0,5,1,185.6,2018/10/25,"張貼於：2018 年 10 月 25 日
Very Good!"
Left 4 Dead 2,1,0,18,1,49.3,2018/10/7,"張貼於：2018 年 10 月 7 日
雖然算是老遊戲了,但還是很好玩呢!"
Left 4 Dead 2,2,0,36,1,69.3,2018/9/27,"張貼於：2018 年 9 月 27 日
朋友同樂最佳良伴"
Left 4 Dead 2,1,0,128,1,24.8,2018/9/21,"張貼於：2018 年 9 月 21 日
什麼時候更新支持21：9兩黑邊好難受的說"
Left 4 Dead 2,2,0,13,1,4.3,2018/9/5,"張貼於：2018 年 9 月 5 日
https://s.team/chat/AO7VkNVI"
Left 4 Dead 2,1,0,8,1,136.8,2018/9/1,"張貼於：2018 年 9 月 1 日
10/10 :D"
Left 4 Dead 2,2,2,212,1,123.9,2018/8/18,"張貼於：2018 年 8 月 18 日
經典款遊戲必玩之一!!
在用了工作坊Mod後

已經無法自拔了XD"
Left 4 Dead 2,1,0,18,1,46.3,2018/8/12,"張貼於：2018 年 8 月 12 日
經典遊戲"
Left 4 Dead 2,1,0,145,1,188.0,2018/7/30,"張貼於：2018 年 7 月 30 日
多年前在網吧玩的時候還沒走正版盜版這個概念，後來接觸了steam發現以前玩的都是盜版，後來我玩正版的時候他們任然在玩盜版。遊戲很不錯，以前網吧斷網的時候都是幾個人壹起開黑玩，後來由於某些很多原因，這遊戲玩的人就很少了，不管正版還是盜版很少能看到了，在網吧玩人家都覺得很新鮮，不過給我體驗還是沒變的，精彩刺激。"
Left 4 Dead 2,1,0,11,1,192.3,2018/7/30,"張貼於：2018 年 7 月 30 日
推薦遊玩"
Left 4 Dead 2,1,0,151,1,66.2,2018/7/29,"張貼於：2018 年 7 月 29 日
好玩 耐玩"
Left 4 Dead 2,1,0,85,1,51.3,2018/7/7,"張貼於：2018 年 7 月 7 日
good game"
Left 4 Dead 2,1,1,38,1,18.3,2018/7/7,"張貼於：2018 年 7 月 7 日
Super Gra!!!"
Left 4 Dead 2,2,1,39,1,3.5,2018/6/28,"張貼於：2018 年 6 月 28 日
很久沒玩多人連線了～有人想陪我玩嗎٩(๑òωó๑)۶"
Left 4 Dead 2,1,0,6,1,119.4,2018/6/26,"張貼於：2018 年 6 月 26 日
棒"
Left 4 Dead 2,1,0,101,1,93.7,2018/6/25,"張貼於：2018 年 6 月 25 日
讚讚讚"
Left 4 Dead 2,2,0,65,1,346.4,2018/6/25,"張貼於：2018 年 6 月 25 日
值得玩的遊戲"
Left 4 Dead 2,2,0,54,1,16.2,2018/6/24,"張貼於：2018 年 6 月 24 日
每次都被TANK嚇爆 好玩"
Left 4 Dead 2,2,0,10,1,3.6,2018/6/24,"張貼於：2018 年 6 月 24 日
太強拉
經典不解釋"
Left 4 Dead 2,1,0,110,1,55.6,2018/6/23,"張貼於：2018 年 6 月 23 日
還不錯 以價格來說 可以跟朋友同樂很超值"
Left 4 Dead 2,1,0,109,1,12.5,2018/6/20,"張貼於：2018 年 6 月 20 日
its 2018"
Left 4 Dead 2,2,0,52,1,15.5,2018/6/20,"張貼於：2018 年 6 月 20 日
百玩不厭,好遊戲"
Left 4 Dead 2,1,0,65,1,13.1,2018/6/7,"張貼於：2018 年 6 月 7 日
是款好遊戲
可是玩到後面很膩
日復一日的打殭屍 沒新意"
Left 4 Dead 2,1,0,29,1,725.5,2018/6/1,"張貼於：2018 年 6 月 1 日
快9年了，目前仍然沒有類似的遊戲能撼動這款的經典地位，隨機出的武器和特感、工作坊各種免費精緻的模組和地圖再加上三五好友同樂保持遊戲新鮮感，在續作出來之前L4D2恐怕還能再戰十年。(所以我說那個三代呢？？？等到心都焦了啊)"
Left 4 Dead 2,1,0,34,1,55.7,2018/5/28,"張貼於：2018 年 5 月 28 日
good"
Left 4 Dead 2,1,0,177,1,133.8,2018/5/28,"張貼於：2018 年 5 月 28 日
ㄏ勝"
Left 4 Dead 2,2,1,93,1,231.3,2018/5/28,"張貼於：2018 年 5 月 28 日
有趣 刺激 精彩 值得推薦"
Left 4 Dead 2,1,0,56,1,8.3,2018/5/28,"張貼於：2018 年 5 月 28 日
因为这款游戏第一次接触到了steam ，从此走上了被g胖剥削的日子。当时因为电脑不好只玩单机版的甚至无聊的使用代码开无敌就那样刷上一天"
Left 4 Dead 2,2,0,49,1,29.4,2018/5/26,"張貼於：2018 年 5 月 26 日
好玩:D"
Left 4 Dead 2,1,0,40,1,156.9,2018/5/26,"張貼於：2018 年 5 月 26 日
不錯的一款經典僵屍game"
Left 4 Dead 2,1,0,168,1,124.5,2018/5/25,"張貼於：2018 年 5 月 25 日
跟一群好友玩的樂趣就是 在他們背後丟個火瓶燒死他們 這才是遊戲精隨"
Left 4 Dead 2,4,2,588,1,90.8,2018/5/25,"張貼於：2018 年 5 月 25 日
本遊戲適合與好友同樂 並且在殭屍來襲時 賣光他們!"
Left 4 Dead 2,1,0,129,1,29.6,2018/5/25,"張貼於：2018 年 5 月 25 日
誠心推薦"
Left 4 Dead 2,1,0,46,1,299.3,2018/4/3,"張貼於：2018 年 4 月 3 日
best game ever"
Left 4 Dead 2,1,0,81,1,5.5,2018/4/1,"張貼於：2018 年 4 月 1 日
刺激"
Left 4 Dead 2,1,0,48,1,177.1,2018/3/10,"張貼於：2018 年 3 月 10 日
爽game NO.1"
Left 4 Dead 2,2,0,85,1,61.9,2018/3/1,"張貼於：2018 年 3 月 1 日
讚讚"
Left 4 Dead 2,1,0,69,1,49.9,2018/3/1,"張貼於：2018 年 3 月 1 日
還記得以前在網咖都會玩這遊戲，到了現在依舊會跟朋友來玩~只能說是經典啊！"
Left 4 Dead 2,1,0,30,1,909.8,2018/2/27,"張貼於：2018 年 2 月 27 日
不後悔購買這款遊戲
nice good game"
Left 4 Dead 2,1,1,149,1,391.9,2018/2/22,"張貼於：2018 年 2 月 22 日
Best co-op game ever !"
Left 4 Dead 2,2,3,15,1,55.3,2018/2/20,"張貼於：2018 年 2 月 20 日
good job"
Left 4 Dead 2,2,0,366,1,68.1,2018/2/20,"張貼於：2018 年 2 月 20 日
工作坊的自定義內容
使得遊戲又更加的多變自由
尤其遇到節日都是1折2折在賣
無論是單人或是四人都很好玩
還不快揪團打殭屍"
Left 4 Dead 2,2,0,16,1,2.5,2018/2/16,"張貼於：2018 年 2 月 16 日
好玩"
Left 4 Dead 2,1,1,29,1,29.5,2018/2/1,"張貼於：2018 年 2 月 1 日
最开始玩这个游戏的时候是初中，在一个周边店看老板玩，我在边上看得瑟瑟发抖，后来长大之后就再也没有玩过了。黑五打折的时候本以为自己只是单纯补个票，但是上手之后停不下来，真的很好玩啊！联机什么的太有意思了，虽然大部分的路和打法都不记得了，但是里面大部分大佬还是比较友善的，会带你跑图。
经典经典！大部分PC应该都能带得起这款游戏吧，打折的时候非常划算，一定不要错过这款游戏！"
Left 4 Dead 2,1,0,18,1,328.5,2018/1/28,"張貼於：2018 年 1 月 28 日
GD"
Left 4 Dead 2,1,0,22,1,"1,531.1",2018/1/5,"張貼於：2018 年 1 月 5 日
LEFT 4 DEAD FOREVER"
Left 4 Dead 2,1,0,62,1,54.5,2018/1/3,"張貼於：2018 年 1 月 3 日
超正~!!!"
Left 4 Dead 2,1,0,7,1,176.9,2018/1/3,"張貼於：2018 年 1 月 3 日
這款遊戲重新點燃我的熱血 頂推薦這款遊戲!!"
Left 4 Dead 2,1,0,42,1,14.0,2018/1/1,"張貼於：2018 年 1 月 1 日
好玩!"
Left 4 Dead 2,1,0,49,1,707.6,2017/12/30,"張貼於：2017 年 12 月 30 日
nice!"
Left 4 Dead 2,1,1,80,1,376.4,2017/12/29,"張貼於：2017 年 12 月 29 日
免費獲得的產品

辣鸡游戏，除了好玩什么都没有！"
Left 4 Dead 2,1,0,40,1,22.8,2017/12/24,"張貼於：2017 年 12 月 24 日
雖然說已經出了好幾年但是依然是一款好遊戲"
Left 4 Dead 2,1,0,43,1,15.7,2017/12/24,"張貼於：2017 年 12 月 24 日
Nice"
Left 4 Dead 2,1,1,41,1,41.2,2017/12/24,"張貼於：2017 年 12 月 24 日
免費獲得的產品

good"
Left 4 Dead 2,1,0,7,1,37.0,2017/12/23,"張貼於：2017 年 12 月 23 日
the best game forever"
Left 4 Dead 2,1,0,29,1,171.9,2017/12/3,"張貼於：2017 年 12 月 3 日
爽"
Left 4 Dead 2,1,0,5,1,24.4,2017/11/29,"張貼於：2017 年 11 月 29 日
經典耐玩"
Left 4 Dead 2,1,0,294,1,323.6,2017/11/29,"張貼於：2017 年 11 月 29 日
好玩有趣，三不五時回來打個也不膩"
Left 4 Dead 2,1,0,70,1,43.2,2017/11/28,"張貼於：2017 年 11 月 28 日
好玩到炸,老遊戲果然才是經典,WORKSHOP有一堆神奇的插件"
Left 4 Dead 2,1,0,12,1,8.8,2017/11/27,"張貼於：2017 年 11 月 27 日
終於玩到正版的了"
Left 4 Dead 2,2,0,111,1,200.7,2017/11/27,"張貼於：2017 年 11 月 27 日
联机超好玩的游戏盗版正版加起来3000小时了"
Left 4 Dead 2,1,1,93,1,804.9,2017/11/27,"張貼於：2017 年 11 月 27 日
對抗可以不用帶朋友，怕傷感情可以理解；合作就要帶朋友，危難時刻插一刀，才算好朋友（正解啊！）
比起常進入亂七八糟的mod伺服器，不如跟朋友或者高手來場中級以上的寫實模式。"
Left 4 Dead 2,1,0,101,1,72.5,2017/11/27,"張貼於：2017 年 11 月 27 日
Left 4 Dead 2這遊戲雖然已經出了好多年了，但時至今日依然有著龐大的玩家數量
，線上不怕會配不到人，模式和玩法也非長多樣，大部分的模組都能在工作坊中
下載，地圖玩膩了更可到網路上去下載地圖來玩，這款2009年的遊戲可說是完完全全的經
典，算是神作了，這也是我在steam上第一款入手的遊戲，l4d2經過了這些年並沒有被
淘汰掉，這樣一款遊戲怎麼能夠不買呢！"
Left 4 Dead 2,1,0,"1,209",1,28.4,2017/11/26,"張貼於：2017 年 11 月 26 日
跟朋友好玩"
Left 4 Dead 2,1,0,27,1,699.0,2017/11/26,"張貼於：2017 年 11 月 26 日
如果你沒有朋友，玩這款就對了"
Left 4 Dead 2,1,3,47,1,153.3,2017/11/25,"張貼於：2017 年 11 月 25 日
超TM尬拎娘髂杯便宜"
Left 4 Dead 2,1,0,31,1,91.5,2017/11/24,"張貼於：2017 年 11 月 24 日
適合和朋友遊玩"
Left 4 Dead 2,1,0,34,1,60.8,2017/11/24,"張貼於：2017 年 11 月 24 日
趁特價趕快買一買，跟朋友一起打殭屍"
Left 4 Dead 2,1,0,30,1,36.2,2017/11/24,"張貼於：2017 年 11 月 24 日
很好玩,如果有L4D3就好了"
Left 4 Dead 2,1,0,88,1,123.4,2017/11/24,"張貼於：2017 年 11 月 24 日
喝剩~
只是只能4人有時不太方便小可惜"
Left 4 Dead 2,1,0,180,1,247.0,2017/11/24,"張貼於：2017 年 11 月 24 日
究竟幾時先肯出3"
Left 4 Dead 2,1,0,109,1,44.0,2017/11/23,"張貼於：2017 年 11 月 23 日
玩不膩的經典好遊戲:)"
Left 4 Dead 2,1,0,31,1,"1,013.6",2017/11/23,"張貼於：2017 年 11 月 23 日
這遊戲是可以連跳的 但要有技術XD 很好玩喔"
Left 4 Dead 2,1,0,9,1,201.6,2017/11/23,"張貼於：2017 年 11 月 23 日
123"
Left 4 Dead 2,1,0,660,1,7.0,2017/11/23,"張貼於：2017 年 11 月 23 日
即便過了那麼久，仍時不時會跟朋友回來打一場惡靈勢力。"
Left 4 Dead 2,1,0,148,1,21.6,2017/11/23,"張貼於：2017 年 11 月 23 日
免費獲得的產品

適合和朋友同遊
有足夠的朋友一起玩對抗更讚"
Left 4 Dead 2,1,1,259,1,181.6,2017/11/20,"張貼於：2017 年 11 月 20 日
真的很愛玩這款遊戲

可以打發時間
剛開始玩很害怕殭屍
常常被嚇到
但後來習慣了以後就沒有那麼害怕了
而且換了模組

工作坊很多地圖可以玩
選擇性也較多
很推薦無聊時可以玩
棒!!!!!!!!!!!!!!"
Left 4 Dead 2,1,0,30,1,104.0,2017/11/7,"張貼於：2017 年 11 月 7 日
is a very good game"
Left 4 Dead 2,1,1,6,1,177.1,2017/11/3,"張貼於：2017 年 11 月 3 日
太好玩了^_^"
Left 4 Dead 2,2,2,134,1,21.2,2017/10/30,"張貼於：2017 年 10 月 30 日
很适合朋友们开黑一起玩的游戏，推荐"
Left 4 Dead 2,1,0,141,1,33.6,2017/10/25,"張貼於：2017 年 10 月 25 日
紓壓~~~"
Left 4 Dead 2,1,0,72,1,193.3,2017/10/7,"張貼於：2017 年 10 月 7 日
當初特價找朋友代購 然後發現了必買L4D2的兩點(抱歉我想得出兩點)

1 殺殭屍很爽 特別是用近戰砍特感

2 模組 WORKSHOP模組超多 看膩原版就來裝模組八 -但別像我一樣裝太多每次都載入超久-"
Left 4 Dead 2,1,0,41,1,54.6,2017/10/7,"張貼於：2017 年 10 月 7 日
这游戏还行"
Left 4 Dead 2,1,1,74,1,344.1,2017/9/27,"張貼於：2017 年 9 月 27 日
歡樂賣隊友GAME"
Left 4 Dead 2,2,0,113,1,832.7,2017/9/26,"張貼於：2017 年 9 月 26 日
超好玩的ヽ(●´∀`●)ﾉ"
Left 4 Dead 2,2,0,9,1,639.6,2017/9/25,"張貼於：2017 年 9 月 25 日
ever good!"
Left 4 Dead 2,1,0,15,1,300.2,2017/9/9,"張貼於：2017 年 9 月 9 日
NICE"
Left 4 Dead 2,1,0,43,1,38.4,2017/9/9,"張貼於：2017 年 9 月 9 日
免費獲得的產品

要有朋友 才能玩的遊戲"
Left 4 Dead 2,4,1,167,1,110.7,2017/9/9,"張貼於：2017 年 9 月 9 日
Steam上必玩的神作
殺殭屍的爽度爆錶
看殭屍被打爆頭手腳
大概是每天工作完最幸福的事"
Left 4 Dead 2,1,0,146,1,168.4,2017/9/5,"張貼於：2017 年 9 月 5 日
一款可以跟朋友玩的合作遊戲之一
必買!"
Left 4 Dead 2,1,0,34,1,305.2,2017/8/31,"張貼於：2017 年 8 月 31 日
免費獲得的產品

good game"
Left 4 Dead 2,1,0,51,1,282.7,2017/8/4,"張貼於：2017 年 8 月 4 日
good"
Left 4 Dead 2,1,3,31,1,"1,641.5",2017/8/4,"張貼於：2017 年 8 月 4 日
成亦隊友 敗亦隊友 ."
Left 4 Dead 2,1,0,44,1,234.5,2017/8/4,"張貼於：2017 年 8 月 4 日
非常好玩"
Left 4 Dead 2,1,0,90,1,319.5,2017/7/28,"張貼於：2017 年 7 月 28 日
神作無誤"
Left 4 Dead 2,1,0,84,1,237.1,2017/7/27,"張貼於：2017 年 7 月 27 日
cc"
Left 4 Dead 2,1,0,96,1,137.1,2017/7/20,"張貼於：2017 年 7 月 20 日
Reloading!"
Left 4 Dead 2,1,0,103,1,5.7,2017/7/15,"張貼於：2017 年 7 月 15 日
爽度十足 推"
Left 4 Dead 2,1,1,260,1,48.4,2017/7/12,"張貼於：2017 年 7 月 12 日
打折6元买真棒！就像淘宝上喜欢的物品降价了一样！感觉这游戏能玩创意工坊玩一辈子！！"
Left 4 Dead 2,3,0,485,1,23.3,2017/7/9,"張貼於：2017 年 7 月 9 日
好遊戲何必多說甚麼?"
Left 4 Dead 2,1,0,43,1,100.6,2017/7/5,"張貼於：2017 年 7 月 5 日
Nice game"
Left 4 Dead 2,3,0,9,1,"3,905.8",2017/7/3,"張貼於：2017 年 7 月 3 日
就是神作 沒啥好說的"
Left 4 Dead 2,1,0,15,1,40.0,2017/7/3,"張貼於：2017 年 7 月 3 日
很好玩！！！"
Left 4 Dead 2,1,0,10,1,"1,770.5",2017/6/29,"張貼於：2017 年 6 月 29 日
就是耐玩二字。"
Left 4 Dead 2,1,0,66,1,111.3,2017/6/28,"張貼於：2017 年 6 月 28 日
GOOD GAME"
Left 4 Dead 2,1,0,15,1,161.7,2017/6/28,"張貼於：2017 年 6 月 28 日
免費獲得的產品

funny game"
Left 4 Dead 2,1,1,11,1,49.8,2017/6/24,"張貼於：2017 年 6 月 24 日
Why I buy this game?
BECAUSE I CAN GET A FREE PAN THAT PRODUCE NOISE IN TF2!!!!!!!





The hat sucks tho"
Left 4 Dead 2,1,0,246,1,146.9,2017/6/24,"張貼於：2017 年 6 月 24 日
Best zombie game"
Left 4 Dead 2,1,0,57,1,75.1,2017/6/21,"張貼於：2017 年 6 月 21 日
So niceeeee!論隊友的重要性"
Left 4 Dead 2,2,0,61,1,113.2,2017/6/19,"張貼於：2017 年 6 月 19 日
Это одна из самых великолепных игр в истории!!!!
Ты не пожалеешь если купишь эту великолепную игру."
Left 4 Dead 2,1,0,112,1,14.5,2017/6/13,"張貼於：2017 年 6 月 13 日
真的不用说什么了，点赞"
Left 4 Dead 2,1,1,218,1,33.3,2017/6/9,"張貼於：2017 年 6 月 9 日
免費獲得的產品

特價時有閒錢的話，可以買這款遊戲跟朋友一起玩，工作坊有玩家製作的地圖/武器模型。"
Left 4 Dead 2,1,1,36,1,96.1,2017/6/4,"張貼於：2017 年 6 月 4 日
超喜歡"
Left 4 Dead 2,1,0,31,1,65.3,2017/5/27,"張貼於：2017 年 5 月 27 日
很棒！！"
Left 4 Dead 2,2,0,28,1,765.4,2017/5/21,"張貼於：2017 年 5 月 21 日
很刺激又好玩"
Left 4 Dead 2,2,0,87,1,139.1,2017/5/1,"張貼於：2017 年 5 月 1 日
永遠玩不膩的超級神作
大家都在等待3代阿"
Left 4 Dead 2,1,0,45,1,313.9,2017/3/18,"張貼於：2017 年 3 月 18 日
Good game good workshop good script good weapons good concert good infected good character good mode good to bhop best game ever 10/10"
Left 4 Dead 2,1,1,104,1,102.6,2017/3/10,"張貼於：2017 年 3 月 10 日
工作坊改槍是這遊戲對我的最大樂趣"
Left 4 Dead 2,3,0,30,1,205.5,2017/1/17,"張貼於：2017 年 1 月 17 日
史上最好玩的槍擊遊戲 好玩的打殭屍遊戲 推薦給大家玩xd"
Left 4 Dead 2,1,0,44,1,420.0,2017/1/15,"張貼於：2017 年 1 月 15 日
太好玩了"
Left 4 Dead 2,1,0,90,1,9.9,2016/12/29,"張貼於：2016 年 12 月 29 日
雖然是老遊戲了 但是非常好玩"
Left 4 Dead 2,1,0,67,1,115.3,2016/12/26,"張貼於：2016 年 12 月 26 日
別說了
別想了
幹叫上兄弟
比爾萬歲!!!
玩就對了"
Left 4 Dead 2,3,0,30,1,55.2,2016/12/18,"張貼於：2016 年 12 月 18 日
this is a nice game,that all!"
Left 4 Dead 2,1,0,236,1,233.2,2016/12/10,"張貼於：2016 年 12 月 10 日
還不錯的主線 加上高度自由的mod
遊戲隨著時間只會越來越好玩"
Left 4 Dead 2,1,0,69,1,46.0,2016/12/10,"張貼於：2016 年 12 月 10 日
不錯"
Left 4 Dead 2,1,0,115,1,130.0,2016/11/29,"張貼於：2016 年 11 月 29 日
若有好基友陪伴, 這遊戲絕對執得跳坑"
Left 4 Dead 2,1,0,153,1,145.2,2016/11/28,"張貼於：2016 年 11 月 28 日
很棒"
Left 4 Dead 2,1,0,46,1,10.0,2016/11/28,"張貼於：2016 年 11 月 28 日
AMAZING zombie apocalyptic game. This again proved that valve make amazing games. :D"
Left 4 Dead 2,1,0,76,1,75.6,2016/11/27,"張貼於：2016 年 11 月 27 日
Always good to play MODs with friends. Relaxing and fun game indeed."
Left 4 Dead 2,1,0,780,1,75.8,2016/11/27,"張貼於：2016 年 11 月 27 日
經典 不能錯過!"
Left 4 Dead 2,1,0,233,1,51.3,2016/11/27,"張貼於：2016 年 11 月 27 日
免費獲得的產品

Best Games Ever!"
Left 4 Dead 2,3,0,150,1,77.9,2016/11/26,"張貼於：2016 年 11 月 26 日
Awesome Game"
Left 4 Dead 2,1,0,86,1,"1,864.3",2016/11/26,"張貼於：2016 年 11 月 26 日
免費獲得的產品

Never down!"
Left 4 Dead 2,1,0,71,1,33.9,2016/11/26,"張貼於：2016 年 11 月 26 日
經典遊戲 百玩不膩"
Left 4 Dead 2,1,0,215,1,54.8,2016/11/25,"張貼於：2016 年 11 月 25 日
Valve
+
發行日期: 2009 年 11 月 17 日
+
壓倒性好評

你還等什麼？"
Left 4 Dead 2,1,0,52,1,285.2,2016/11/25,"張貼於：2016 年 11 月 25 日
L4D2是我目前玩過最棒的殭屍類型的遊戲(第一人稱)，不管是官方標準的戰役還是其他種種模式，都是非常有趣以及挑戰性。workshop裡有著各式各樣的自製地圖和改編其他遊戲電影小說的地圖，讓整體可玩性提升了不少，令我印象最深刻的是惡靈古堡系列Resident evil所改的解謎類地圖。"
Left 4 Dead 2,1,0,163,1,191.4,2016/11/25,"張貼於：2016 年 11 月 25 日
不用我說了吧，經典殭屍射擊遊戲"
Left 4 Dead 2,1,0,27,1,169.0,2016/11/25,"張貼於：2016 年 11 月 25 日
真是好遊戲，永垂不朽"
Left 4 Dead 2,1,0,494,1,945.3,2016/11/24,"張貼於：2016 年 11 月 24 日
永不衰退的game!"
Left 4 Dead 2,1,0,74,1,40.6,2016/11/24,"張貼於：2016 年 11 月 24 日
耐玩度高 爽度夠"
Left 4 Dead 2,1,1,122,1,152.3,2016/11/24,"張貼於：2016 年 11 月 24 日
玩不膩的打殭屍類型遊戲,2009年到現在我還找不到另一款好玩,又平均的同類遊戲。"
Left 4 Dead 2,1,1,122,1,11.9,2016/11/24,"張貼於：2016 年 11 月 24 日
晚上玩會哭哭QQ"
Left 4 Dead 2,1,0,841,1,"2,207.5",2016/11/24,"張貼於：2016 年 11 月 24 日
玩了那麼久 到現在都還沒評價 這代表這遊戲多麼U質"
Left 4 Dead 2,1,1,186,1,352.7,2016/11/24,"張貼於：2016 年 11 月 24 日
為徽章刷評論 不管過幾年都不會老的遊戲 沒有之一"
Left 4 Dead 2,1,0,100,1,54.4,2016/11/24,"張貼於：2016 年 11 月 24 日
Nice game"
Left 4 Dead 2,2,0,391,1,116.5,2016/11/24,"張貼於：2016 年 11 月 24 日
隊友價錢那麼高，賣下去肯定賺翻。"
Left 4 Dead 2,1,0,55,1,61.6,2016/11/20,"張貼於：2016 年 11 月 20 日
免費獲得的產品

實話說 完全不像恐怖遊戲 反而像是競技"
Left 4 Dead 2,1,0,20,1,126.6,2016/11/14,"張貼於：2016 年 11 月 14 日
hi i am hong kong youtuber justsheepking Left 4 Dead 2 this game is very best
walking dead will go to killing you"
Left 4 Dead 2,2,0,14,1,64.6,2016/11/1,"張貼於：2016 年 11 月 1 日
it is great"
Left 4 Dead 2,2,0,100,1,190.4,2016/10/4,"張貼於：2016 年 10 月 4 日
可以裝個人喜歡的MOD 安裝並不難 可以和朋友一起遊玩的好遊戲""
MOD 開放 有可以+入喜歡的MOD 可以把敵人用更強"
Left 4 Dead 2,1,1,22,1,"5,916.3",2016/8/25,"張貼於：2016 年 8 月 25 日
graphic is ok but when are u going to have left 4 dead 3"
Left 4 Dead 2,1,0,84,1,710.3,2016/7/3,"張貼於：2016 年 7 月 3 日
特價買絕對划算 便宜又大碗~~~~"
Left 4 Dead 2,2,0,129,1,"1,308.4",2016/6/30,"張貼於：2016 年 6 月 30 日
經典中的經典
非玩不可
惡靈勢力2
這遊戲是我人生玩過最久的遊戲了"
Left 4 Dead 2,1,0,231,1,22.1,2015/12/23,"張貼於：2015 年 12 月 23 日
Good"
Left 4 Dead 2,1,0,674,1,6.4,2015/12/23,"張貼於：2015 年 12 月 23 日
Awesome!!"
Left 4 Dead 2,1,0,15,1,2.0,2015/11/29,"張貼於：2015 年 11 月 29 日
GOOD"
Left 4 Dead 2,1,0,17,1,38.3,2015/11/22,"張貼於：2015 年 11 月 22 日
齁勝"
Left 4 Dead 2,1,0,13,1,410.7,2015/11/17,"張貼於：2015 年 11 月 17 日
真的好恐怖^^"
Left 4 Dead 2,1,1,144,1,312.6,2015/11/14,"張貼於：2015 年 11 月 14 日
世界級遊戲"
Left 4 Dead 2,1,0,43,1,85.3,2015/10/29,"張貼於：2015 年 10 月 29 日
普普通通"
Left 4 Dead 2,1,0,951,1,46.2,2015/10/16,"張貼於：2015 年 10 月 16 日
如果想認真的玩請愛用MIC
還有找一團會陪你一起玩的好基友們
肏他媽的我不想在玩RPG伺服器了啦
多人數還OK肏你媽的RPG伺服器是怎樣啦~~~
那堆奇奇怪怪的浩克TANK是怎樣啦WWW"
Left 4 Dead 2,1,0,25,1,12.9,2015/8/21,"張貼於：2015 年 8 月 21 日
非常刺激的遊戲,推薦與朋友一起玩"
Left 4 Dead 2,1,1,"1,278",1,372.7,2015/8/24,"張貼於：2015 年 8 月 24 日
有人做出了TANK競技場這張地圖
10/10

YouTube™ 影片: 超崩潰★ TANK 競技場 (Tank Arena)｜Left 4 Dead 2 / 惡靈勢力2 
觀看次數： 107,856
大家好我是咪捏！(ﾟ∀ﾟ) TANK遊樂園之後，又來最新力作－－TANK競技場 揪～竟咪捏與他的好夥伴們能不能生存下去呢！？( º﹃º ) with Kakami 　　Seiga 　　凱迪 (intoxicant) 非官方地圖下載：http://bit.ly/1RzoojH 如果喜歡我的實況的話歡迎訂閱、 有什麼話想說的話也歡迎留言喔 (ﾟ∀ﾟ)..."
Left 4 Dead 2,1,2,184,1,81.6,2015/8/19,"張貼於：2015 年 8 月 19 日
爽度高、遊戲的判定沒一般槍戰遊戲那麼嚴苛，連不擅長射擊遊戲的人也可以很容易上手，
可以自定義MOD、下載自創地圖，也大大增加了耐玩度，跟三兩好友一起連線可以玩非常久~

不過這款遊戲最危險的不是僵屍，也不是Witch，而是你的隊友!!!!
尤其是你他媽很愛用近戰武器開無雙的時候，隊友永遠會瞄準你的屁股掃射~"
Left 4 Dead 2,1,1,180,1,36.8,2015/7/27,"張貼於：2015 年 7 月 27 日
最恐怖的不是殭屍 而是隊友 XD"
Left 4 Dead 2,2,0,53,1,34.0,2015/7/20,"張貼於：2015 年 7 月 20 日
殭屍+GMOD=L4D2~~~ 這遊戲蠻OK的啦~ 只差玩單人劇情會無聊死....玩多人才好玩~~"
Left 4 Dead 2,1,0,139,1,72.3,2015/7/15,"張貼於：2015 年 7 月 15 日
nice"
Left 4 Dead 2,1,0,4,1,5.7,2015/7/4,"張貼於：2015 年 7 月 4 日
贊 非常好玩
值得推薦

也希望有人跟我一起玩!!"
Left 4 Dead 2,1,0,16,1,27.6,2015/7/3,"張貼於：2015 年 7 月 3 日
good"
Left 4 Dead 2,2,0,87,1,12.8,2015/1/1,"張貼於：2015 年 1 月 1 日
好！"
Left 4 Dead 2,1,0,78,1,108.0,2014/12/21,"張貼於：2014 年 12 月 21 日
EPIC GOOD GAME"
Left 4 Dead 2,1,0,20,1,305.2,2014/12/11,"張貼於：2014 年 12 月 11 日
This game is good !!"
Left 4 Dead 2,1,0,11,1,98.5,2014/12/6,"張貼於：2014 年 12 月 6 日
This game is good !!"
